id,dataset_version,split,domain,input_format,chart_type,chart_path,question_type,difficulty,unit,question,table_markdown,prompt
trdab_v01_000163,synthetic_v01,train,education,table_only,line,,comparison,medium,öğrenci,"2021 yılındaki öğrenci sayısı, 2020 yılına göre kaç öğrenci farklıdır?","| Yıl | öğrenci sayısı |
|---|---|
| 2018 | 25106 |
| 2019 | 25920 |
| 2020 | 26885 |
| 2021 | 28200 |
| 2022 | 29422 |
| 2023 | 30469 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | öğrenci sayısı |
|---|---|
| 2018 | 25106 |
| 2019 | 25920 |
| 2020 | 26885 |
| 2021 | 28200 |
| 2022 | 29422 |
| 2023 | 30469 |

Soru:
2021 yılındaki öğrenci sayısı, 2020 yılına göre kaç öğrenci farklıdır?"
trdab_v01_000164,synthetic_v01,train,education,chart_only,line,charts/synthetic_v01/chart_033_line.png,percentage_change,medium,percent,"2020 ile 2021 arasında öğrenci sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_033_line.png

Soru:
2020 ile 2021 arasında öğrenci sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000165,synthetic_v01,train,education,table_and_chart,line,charts/synthetic_v01/chart_033_line.png,trend_summary,medium,öğrenci,"Verilen veriye göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","| Yıl | öğrenci sayısı |
|---|---|
| 2018 | 25106 |
| 2019 | 25920 |
| 2020 | 26885 |
| 2021 | 28200 |
| 2022 | 29422 |
| 2023 | 30469 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: tablo ve grafik

Tablo:
| Yıl | öğrenci sayısı |
|---|---|
| 2018 | 25106 |
| 2019 | 25920 |
| 2020 | 26885 |
| 2021 | 28200 |
| 2022 | 29422 |
| 2023 | 30469 |

Grafik dosyası:
charts/synthetic_v01/chart_033_line.png

Soru:
Verilen veriye göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı."
trdab_v01_000166,synthetic_v01,train,tourism,table_only,line,,value_lookup,easy,kişi,2019 yılında ziyaretçi sayısı kaçtır?,"| Yıl | ziyaretçi sayısı |
|---|---|
| 2019 | 927937 |
| 2020 | 892018 |
| 2021 | 790080 |
| 2022 | 739602 |
| 2023 | 661361 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | ziyaretçi sayısı |
|---|---|
| 2019 | 927937 |
| 2020 | 892018 |
| 2021 | 790080 |
| 2022 | 739602 |
| 2023 | 661361 |

Soru:
2019 yılında ziyaretçi sayısı kaçtır?"
trdab_v01_000167,synthetic_v01,train,tourism,chart_only,line,charts/synthetic_v01/chart_034_line.png,max_min,easy,kişi,Verilen verideki en yüksek ziyaretçi sayısı kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_034_line.png

Soru:
Verilen verideki en yüksek ziyaretçi sayısı kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000168,synthetic_v01,train,tourism,table_and_chart,line,charts/synthetic_v01/chart_034_line.png,comparison,medium,kişi,"2023 yılındaki ziyaretçi sayısı, 2020 yılına göre kaç kişi farklıdır?","| Yıl | ziyaretçi sayısı |
|---|---|
| 2019 | 927937 |
| 2020 | 892018 |
| 2021 | 790080 |
| 2022 | 739602 |
| 2023 | 661361 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | ziyaretçi sayısı |
|---|---|
| 2019 | 927937 |
| 2020 | 892018 |
| 2021 | 790080 |
| 2022 | 739602 |
| 2023 | 661361 |

Grafik dosyası:
charts/synthetic_v01/chart_034_line.png

Soru:
2023 yılındaki ziyaretçi sayısı, 2020 yılına göre kaç kişi farklıdır?"
trdab_v01_000169,synthetic_v01,train,tourism,table_only,line,,percentage_change,medium,percent,"2019 ile 2020 arasında ziyaretçi sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","| Yıl | ziyaretçi sayısı |
|---|---|
| 2019 | 927937 |
| 2020 | 892018 |
| 2021 | 790080 |
| 2022 | 739602 |
| 2023 | 661361 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: sadece tablo

Tablo:
| Yıl | ziyaretçi sayısı |
|---|---|
| 2019 | 927937 |
| 2020 | 892018 |
| 2021 | 790080 |
| 2022 | 739602 |
| 2023 | 661361 |

Soru:
2019 ile 2020 arasında ziyaretçi sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver."
trdab_v01_000170,synthetic_v01,train,tourism,chart_only,line,charts/synthetic_v01/chart_034_line.png,trend_summary,medium,kişi,"Verilen veriye göre ziyaretçi sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_034_line.png

Soru:
Verilen veriye göre ziyaretçi sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000171,synthetic_v01,train,energy,table_and_chart,bar,charts/synthetic_v01/chart_035_bar.png,value_lookup,easy,MWh,2020 yılında elektrik tüketimi kaçtır?,"| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 113742 |
| 2019 | 106968 |
| 2020 | 104310 |
| 2021 | 98392 |
| 2022 | 94904 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 113742 |
| 2019 | 106968 |
| 2020 | 104310 |
| 2021 | 98392 |
| 2022 | 94904 |

Grafik dosyası:
charts/synthetic_v01/chart_035_bar.png

Soru:
2020 yılında elektrik tüketimi kaçtır?"
trdab_v01_000172,synthetic_v01,train,energy,table_only,bar,,max_min,easy,MWh,Verilen verideki en yüksek elektrik tüketimi kaçtır?,"| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 113742 |
| 2019 | 106968 |
| 2020 | 104310 |
| 2021 | 98392 |
| 2022 | 94904 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 113742 |
| 2019 | 106968 |
| 2020 | 104310 |
| 2021 | 98392 |
| 2022 | 94904 |

Soru:
Verilen verideki en yüksek elektrik tüketimi kaçtır?"
trdab_v01_000173,synthetic_v01,train,energy,chart_only,bar,charts/synthetic_v01/chart_035_bar.png,comparison,medium,MWh,"2018 yılındaki elektrik tüketimi, 2022 yılına göre kaç MWh farklıdır?",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_035_bar.png

Soru:
2018 yılındaki elektrik tüketimi, 2022 yılına göre kaç MWh farklıdır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000174,synthetic_v01,train,energy,table_and_chart,bar,charts/synthetic_v01/chart_035_bar.png,percentage_change,medium,percent,"2019 ile 2020 arasında elektrik tüketimi yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 113742 |
| 2019 | 106968 |
| 2020 | 104310 |
| 2021 | 98392 |
| 2022 | 94904 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: tablo ve grafik

Tablo:
| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 113742 |
| 2019 | 106968 |
| 2020 | 104310 |
| 2021 | 98392 |
| 2022 | 94904 |

Grafik dosyası:
charts/synthetic_v01/chart_035_bar.png

Soru:
2019 ile 2020 arasında elektrik tüketimi yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver."
trdab_v01_000175,synthetic_v01,train,energy,table_only,bar,,trend_summary,medium,MWh,"Verilen veriye göre elektrik tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 113742 |
| 2019 | 106968 |
| 2020 | 104310 |
| 2021 | 98392 |
| 2022 | 94904 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: sadece tablo

Tablo:
| Yıl | elektrik tüketimi |
|---|---|
| 2018 | 113742 |
| 2019 | 106968 |
| 2020 | 104310 |
| 2021 | 98392 |
| 2022 | 94904 |

Soru:
Verilen veriye göre elektrik tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı."
trdab_v01_000176,synthetic_v01,train,health,chart_only,line,charts/synthetic_v01/chart_036_line.png,value_lookup,easy,başvuru,2018 yılında hastane başvuru sayısı kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_036_line.png

Soru:
2018 yılında hastane başvuru sayısı kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000177,synthetic_v01,train,health,table_and_chart,line,charts/synthetic_v01/chart_036_line.png,max_min,easy,başvuru,Verilen verideki en yüksek hastane başvuru sayısı kaçtır?,"| Yıl | hastane başvuru sayısı |
|---|---|
| 2018 | 412767 |
| 2019 | 394431 |
| 2020 | 369483 |
| 2021 | 349832 |
| 2022 | 335048 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | hastane başvuru sayısı |
|---|---|
| 2018 | 412767 |
| 2019 | 394431 |
| 2020 | 369483 |
| 2021 | 349832 |
| 2022 | 335048 |

Grafik dosyası:
charts/synthetic_v01/chart_036_line.png

Soru:
Verilen verideki en yüksek hastane başvuru sayısı kaçtır?"
trdab_v01_000178,synthetic_v01,train,health,table_only,line,,comparison,medium,başvuru,"2020 yılındaki hastane başvuru sayısı, 2018 yılına göre kaç başvuru farklıdır?","| Yıl | hastane başvuru sayısı |
|---|---|
| 2018 | 412767 |
| 2019 | 394431 |
| 2020 | 369483 |
| 2021 | 349832 |
| 2022 | 335048 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | hastane başvuru sayısı |
|---|---|
| 2018 | 412767 |
| 2019 | 394431 |
| 2020 | 369483 |
| 2021 | 349832 |
| 2022 | 335048 |

Soru:
2020 yılındaki hastane başvuru sayısı, 2018 yılına göre kaç başvuru farklıdır?"
trdab_v01_000179,synthetic_v01,train,health,chart_only,line,charts/synthetic_v01/chart_036_line.png,percentage_change,medium,percent,"2018 ile 2022 arasında hastane başvuru sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_036_line.png

Soru:
2018 ile 2022 arasında hastane başvuru sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000180,synthetic_v01,train,health,table_and_chart,line,charts/synthetic_v01/chart_036_line.png,trend_summary,medium,başvuru,"Verilen veriye göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","| Yıl | hastane başvuru sayısı |
|---|---|
| 2018 | 412767 |
| 2019 | 394431 |
| 2020 | 369483 |
| 2021 | 349832 |
| 2022 | 335048 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: tablo ve grafik

Tablo:
| Yıl | hastane başvuru sayısı |
|---|---|
| 2018 | 412767 |
| 2019 | 394431 |
| 2020 | 369483 |
| 2021 | 349832 |
| 2022 | 335048 |

Grafik dosyası:
charts/synthetic_v01/chart_036_line.png

Soru:
Verilen veriye göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı."
trdab_v01_000181,synthetic_v01,train,environment,table_only,bar,,value_lookup,easy,ton,2020 yılında geri dönüştürülen atık miktarı kaçtır?,"| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2020 | 11072 |
| 2021 | 10419 |
| 2022 | 9938 |
| 2023 | 9189 |
| 2024 | 8435 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2020 | 11072 |
| 2021 | 10419 |
| 2022 | 9938 |
| 2023 | 9189 |
| 2024 | 8435 |

Soru:
2020 yılında geri dönüştürülen atık miktarı kaçtır?"
trdab_v01_000182,synthetic_v01,train,environment,chart_only,bar,charts/synthetic_v01/chart_037_bar.png,max_min,easy,ton,Verilen verideki en düşük geri dönüştürülen atık miktarı kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_037_bar.png

Soru:
Verilen verideki en düşük geri dönüştürülen atık miktarı kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000183,synthetic_v01,train,environment,table_and_chart,bar,charts/synthetic_v01/chart_037_bar.png,comparison,medium,ton,"2020 yılındaki geri dönüştürülen atık miktarı, 2023 yılına göre kaç ton farklıdır?","| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2020 | 11072 |
| 2021 | 10419 |
| 2022 | 9938 |
| 2023 | 9189 |
| 2024 | 8435 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2020 | 11072 |
| 2021 | 10419 |
| 2022 | 9938 |
| 2023 | 9189 |
| 2024 | 8435 |

Grafik dosyası:
charts/synthetic_v01/chart_037_bar.png

Soru:
2020 yılındaki geri dönüştürülen atık miktarı, 2023 yılına göre kaç ton farklıdır?"
trdab_v01_000184,synthetic_v01,train,environment,table_only,bar,,percentage_change,medium,percent,"2022 ile 2023 arasında geri dönüştürülen atık miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2020 | 11072 |
| 2021 | 10419 |
| 2022 | 9938 |
| 2023 | 9189 |
| 2024 | 8435 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: sadece tablo

Tablo:
| Yıl | geri dönüştürülen atık miktarı |
|---|---|
| 2020 | 11072 |
| 2021 | 10419 |
| 2022 | 9938 |
| 2023 | 9189 |
| 2024 | 8435 |

Soru:
2022 ile 2023 arasında geri dönüştürülen atık miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver."
trdab_v01_000185,synthetic_v01,train,environment,chart_only,bar,charts/synthetic_v01/chart_037_bar.png,trend_summary,medium,ton,"Verilen veriye göre geri dönüştürülen atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_037_bar.png

Soru:
Verilen veriye göre geri dönüştürülen atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000186,synthetic_v01,train,sports,table_and_chart,bar,charts/synthetic_v01/chart_038_bar.png,value_lookup,easy,kullanım,2022 yılında spor tesisi kullanım sayısı kaçtır?,"| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 48127 |
| 2021 | 40297 |
| 2022 | 49906 |
| 2023 | 41499 |
| 2024 | 47064 |
| 2025 | 39540 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 48127 |
| 2021 | 40297 |
| 2022 | 49906 |
| 2023 | 41499 |
| 2024 | 47064 |
| 2025 | 39540 |

Grafik dosyası:
charts/synthetic_v01/chart_038_bar.png

Soru:
2022 yılında spor tesisi kullanım sayısı kaçtır?"
trdab_v01_000187,synthetic_v01,train,sports,table_only,bar,,max_min,easy,kullanım,Verilen verideki en yüksek spor tesisi kullanım sayısı kaçtır?,"| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 48127 |
| 2021 | 40297 |
| 2022 | 49906 |
| 2023 | 41499 |
| 2024 | 47064 |
| 2025 | 39540 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 48127 |
| 2021 | 40297 |
| 2022 | 49906 |
| 2023 | 41499 |
| 2024 | 47064 |
| 2025 | 39540 |

Soru:
Verilen verideki en yüksek spor tesisi kullanım sayısı kaçtır?"
trdab_v01_000188,synthetic_v01,train,sports,chart_only,bar,charts/synthetic_v01/chart_038_bar.png,comparison,medium,kullanım,"2022 yılındaki spor tesisi kullanım sayısı, 2023 yılına göre kaç kullanım farklıdır?",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_038_bar.png

Soru:
2022 yılındaki spor tesisi kullanım sayısı, 2023 yılına göre kaç kullanım farklıdır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000189,synthetic_v01,train,sports,table_and_chart,bar,charts/synthetic_v01/chart_038_bar.png,percentage_change,medium,percent,"2021 ile 2023 arasında spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 48127 |
| 2021 | 40297 |
| 2022 | 49906 |
| 2023 | 41499 |
| 2024 | 47064 |
| 2025 | 39540 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: tablo ve grafik

Tablo:
| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 48127 |
| 2021 | 40297 |
| 2022 | 49906 |
| 2023 | 41499 |
| 2024 | 47064 |
| 2025 | 39540 |

Grafik dosyası:
charts/synthetic_v01/chart_038_bar.png

Soru:
2021 ile 2023 arasında spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver."
trdab_v01_000190,synthetic_v01,train,sports,table_only,bar,,trend_summary,medium,kullanım,"Verilen veriye göre spor tesisi kullanım sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 48127 |
| 2021 | 40297 |
| 2022 | 49906 |
| 2023 | 41499 |
| 2024 | 47064 |
| 2025 | 39540 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece eğilimi tek kelimeyle yaz: artış, azalış veya dalgalı. Açıklama, sayı veya ekstra metin yazma.

Girdi türü: sadece tablo

Tablo:
| Yıl | spor tesisi kullanım sayısı |
|---|---|
| 2020 | 48127 |
| 2021 | 40297 |
| 2022 | 49906 |
| 2023 | 41499 |
| 2024 | 47064 |
| 2025 | 39540 |

Soru:
Verilen veriye göre spor tesisi kullanım sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı."
trdab_v01_000191,synthetic_v01,train,municipality,chart_only,line,charts/synthetic_v01/chart_039_line.png,value_lookup,easy,başvuru,2022 yılında belediye hizmet başvurusu kaçtır?,,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_039_line.png

Soru:
2022 yılında belediye hizmet başvurusu kaçtır?

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
trdab_v01_000192,synthetic_v01,train,municipality,table_and_chart,line,charts/synthetic_v01/chart_039_line.png,max_min,easy,başvuru,Verilen verideki en yüksek belediye hizmet başvurusu kaçtır?,"| Yıl | belediye hizmet başvurusu |
|---|---|
| 2018 | 98594 |
| 2019 | 93545 |
| 2020 | 90041 |
| 2021 | 85672 |
| 2022 | 79131 |
| 2023 | 75476 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: tablo ve grafik

Tablo:
| Yıl | belediye hizmet başvurusu |
|---|---|
| 2018 | 98594 |
| 2019 | 93545 |
| 2020 | 90041 |
| 2021 | 85672 |
| 2022 | 79131 |
| 2023 | 75476 |

Grafik dosyası:
charts/synthetic_v01/chart_039_line.png

Soru:
Verilen verideki en yüksek belediye hizmet başvurusu kaçtır?"
trdab_v01_000193,synthetic_v01,train,municipality,table_only,line,,comparison,medium,başvuru,"2019 yılındaki belediye hizmet başvurusu, 2018 yılına göre kaç başvuru farklıdır?","| Yıl | belediye hizmet başvurusu |
|---|---|
| 2018 | 98594 |
| 2019 | 93545 |
| 2020 | 90041 |
| 2021 | 85672 |
| 2022 | 79131 |
| 2023 | 75476 |","Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal değeri yaz. Birim, yıl, açıklama veya ekstra metin yazma. Örnek cevap formatı: 12345

Girdi türü: sadece tablo

Tablo:
| Yıl | belediye hizmet başvurusu |
|---|---|
| 2018 | 98594 |
| 2019 | 93545 |
| 2020 | 90041 |
| 2021 | 85672 |
| 2022 | 79131 |
| 2023 | 75476 |

Soru:
2019 yılındaki belediye hizmet başvurusu, 2018 yılına göre kaç başvuru farklıdır?"
trdab_v01_000194,synthetic_v01,train,municipality,chart_only,line,charts/synthetic_v01/chart_039_line.png,percentage_change,medium,percent,"2021 ile 2023 arasında belediye hizmet başvurusu yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",,"Aşağıdaki Türkçe veri analizi sorusunu cevapla.
Cevap olarak sadece sayısal yüzde değişim değerini yaz. Artış için pozitif, azalış için negatif değer ver. Yüzde işareti, birim, açıklama veya ekstra metin yazma. Örnek cevap formatı: 8.8 veya -8.8

Girdi türü: sadece grafik

Grafik dosyası:
charts/synthetic_v01/chart_039_line.png

Soru:
2021 ile 2023 arasında belediye hizmet başvurusu yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.

Not: Bu örnekte tablo verilmemiştir. Cevabı grafik görselinden çıkar."
