id,domain,input_format,chart_type,question_type,difficulty,answer_type,question,answer,numeric_answer,unit,split,chart_path
trdab_v02_000179,education,chart_only,bar,percentage_change,medium,numeric,"2019 ile 2020 arasında öğretmen sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2020 arasında öğretmen sayısı yaklaşık %4,9 azalmıştır.",-4.9,percent,train,charts/synthetic_v02/chart_023_bar.png
trdab_v02_000180,education,table_and_chart,bar,cross_series_diff,medium,numeric,2023 yılında öğrenci sayısı ile öğretmen sayısı arasındaki fark kaçtır?,2023 yılında öğrenci sayısı ile öğretmen sayısı arasındaki fark 25.539 öğrenci olarak hesaplanır (öğrenci sayısı daha yüksektir).,25539.0,öğrenci,train,charts/synthetic_v02/chart_023_bar.png
trdab_v02_000181,education,table_only,bar,average,hard,numeric,Tüm yıllar boyunca öğretmen sayısı ortalaması yaklaşık kaçtır?,Tüm yıllar boyunca öğretmen sayısı ortalaması yaklaşık 1.952 öğretmen olarak hesaplanır.,1952.0,öğretmen,train,charts/synthetic_v02/chart_023_bar.png
trdab_v02_000182,education,chart_only,bar,nth_highest,hard,numeric_with_label,öğretmen sayısı açısından en yüksek 2. değer kaçtır?,öğretmen sayısı açısından en yüksek 2. değer 2.034 öğretmen olup 2020 yılında görülmüştür.,2034.0,öğretmen,train,charts/synthetic_v02/chart_023_bar.png
trdab_v02_000183,education,table_and_chart,bar,trend_summary,medium,text,"Verilen veriye göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","öğrenci sayısı genel olarak azalış eğilimi göstermektedir. 2019 yılında 31.857 öğrenci olan değer, 2024 yılında 26.186 öğrenci olmuştur.",,öğrenci,train,charts/synthetic_v02/chart_023_bar.png
trdab_v02_000184,education,table_only,bar,unanswerable,hard,abstention,2031 yılında öğretmen sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2031 yılı verilen veride bulunmamaktadır.,,öğretmen,train,charts/synthetic_v02/chart_023_bar.png
trdab_v02_000185,tourism,chart_only,line,value_lookup,easy,numeric,2021 yılında ziyaretçi sayısı kaçtır?,2021 yılında ziyaretçi sayısı 513.633 kişi olarak verilmiştir.,513633.0,kişi,train,charts/synthetic_v02/chart_024_line.png
trdab_v02_000186,tourism,table_and_chart,line,comparison,medium,numeric,"2022 yılındaki konaklama sayısı, 2018 yılına göre kaç gece farklıdır?","2022 yılındaki konaklama sayısı, 2018 yılına göre 326.567 gece fazladır.",326567.0,gece,train,charts/synthetic_v02/chart_024_line.png
trdab_v02_000187,tourism,table_only,line,percentage_change,medium,numeric,"2018 ile 2019 arasında ziyaretçi sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2018 ile 2019 arasında ziyaretçi sayısı yaklaşık %10,4 azalmıştır.",-10.4,percent,train,charts/synthetic_v02/chart_024_line.png
trdab_v02_000188,tourism,chart_only,line,cross_series_diff,medium,numeric,2019 yılında ziyaretçi sayısı ile konaklama sayısı arasındaki fark kaçtır?,2019 yılında ziyaretçi sayısı ile konaklama sayısı arasındaki fark 968.666 kişi olarak hesaplanır (konaklama sayısı daha yüksektir).,968666.0,kişi,train,charts/synthetic_v02/chart_024_line.png
trdab_v02_000189,tourism,table_and_chart,line,average,hard,numeric,Tüm yıllar boyunca konaklama sayısı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca konaklama sayısı ortalaması yaklaşık 1.615.519,8 gece olarak hesaplanır.",1615519.8,gece,train,charts/synthetic_v02/chart_024_line.png
trdab_v02_000190,tourism,table_only,line,nth_highest,hard,numeric_with_label,konaklama sayısı açısından en yüksek 3. değer kaçtır?,konaklama sayısı açısından en yüksek 3. değer 1.647.528 gece olup 2021 yılında görülmüştür.,1647528.0,gece,train,charts/synthetic_v02/chart_024_line.png
trdab_v02_000191,tourism,chart_only,line,trend_summary,medium,text,"Verilen veriye göre konaklama sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","konaklama sayısı genel olarak artış eğilimi göstermektedir. 2018 yılında 1.409.819 gece olan değer, 2023 yılında 1.829.605 gece olmuştur.",,gece,train,charts/synthetic_v02/chart_024_line.png
trdab_v02_000192,tourism,table_and_chart,line,unanswerable,hard,abstention,2021 yılında ortalama harcama kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü ortalama harcama verilen tabloda/grafikte bulunmamaktadır.,,gece,train,charts/synthetic_v02/chart_024_line.png
trdab_v02_000193,energy,table_only,bar,value_lookup,easy,numeric,2021 yılında doğal gaz tüketimi kaçtır?,2021 yılında doğal gaz tüketimi 313.074 m3 olarak verilmiştir.,313074.0,m3,train,charts/synthetic_v02/chart_025_bar.png
trdab_v02_000194,energy,chart_only,bar,comparison,medium,numeric,"2018 yılındaki elektrik tüketimi, 2021 yılına göre kaç MWh farklıdır?","2018 yılındaki elektrik tüketimi, 2021 yılına göre 10.213 MWh fazladır.",10213.0,MWh,train,charts/synthetic_v02/chart_025_bar.png
trdab_v02_000195,energy,table_and_chart,bar,percentage_change,medium,numeric,"2018 ile 2021 arasında doğal gaz tüketimi yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2018 ile 2021 arasında doğal gaz tüketimi yaklaşık %8,1 azalmıştır.",-8.1,percent,train,charts/synthetic_v02/chart_025_bar.png
trdab_v02_000196,energy,table_only,bar,cross_series_diff,medium,numeric,2020 yılında elektrik tüketimi ile doğal gaz tüketimi arasındaki fark kaçtır?,2020 yılında elektrik tüketimi ile doğal gaz tüketimi arasındaki fark 240.472 MWh olarak hesaplanır (doğal gaz tüketimi daha yüksektir).,240472.0,MWh,train,charts/synthetic_v02/chart_025_bar.png
trdab_v02_000197,energy,chart_only,bar,average,hard,numeric,Tüm yıllar boyunca elektrik tüketimi ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca elektrik tüketimi ortalaması yaklaşık 102.498,6 MWh olarak hesaplanır.",102498.6,MWh,train,charts/synthetic_v02/chart_025_bar.png
trdab_v02_000198,energy,table_and_chart,bar,nth_highest,hard,numeric_with_label,doğal gaz tüketimi açısından en yüksek 3. değer kaçtır?,doğal gaz tüketimi açısından en yüksek 3. değer 316.695 m3 olup 2022 yılında görülmüştür.,316695.0,m3,train,charts/synthetic_v02/chart_025_bar.png
trdab_v02_000199,energy,table_only,bar,trend_summary,medium,text,"Verilen veriye göre doğal gaz tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",doğal gaz tüketimi dalgalı bir eğilim göstermektedir; yıllar arasında hem artış hem azalış görülmektedir.,,m3,train,charts/synthetic_v02/chart_025_bar.png
trdab_v02_000200,energy,chart_only,bar,unanswerable,hard,abstention,2018 yılında yenilenebilir üretim kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü yenilenebilir üretim verilen tabloda/grafikte bulunmamaktadır.,,MWh,train,charts/synthetic_v02/chart_025_bar.png
trdab_v02_000201,health,table_and_chart,bar,value_lookup,easy,numeric,2023 yılında ameliyat sayısı kaçtır?,2023 yılında ameliyat sayısı 22.870 ameliyat olarak verilmiştir.,22870.0,ameliyat,train,charts/synthetic_v02/chart_026_bar.png
trdab_v02_000202,health,table_only,bar,comparison,medium,numeric,"2023 yılındaki ameliyat sayısı, 2020 yılına göre kaç ameliyat farklıdır?","2023 yılındaki ameliyat sayısı, 2020 yılına göre 3.336 ameliyat azdır.",3336.0,ameliyat,train,charts/synthetic_v02/chart_026_bar.png
trdab_v02_000203,health,chart_only,bar,percentage_change,medium,numeric,"2022 ile 2024 arasında ameliyat sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2022 ile 2024 arasında ameliyat sayısı yaklaşık %7,1 artmıştır.",7.1,percent,train,charts/synthetic_v02/chart_026_bar.png
trdab_v02_000204,health,table_and_chart,bar,cross_series_diff,medium,numeric,2021 yılında hastane başvuru sayısı ile ameliyat sayısı arasındaki fark kaçtır?,2021 yılında hastane başvuru sayısı ile ameliyat sayısı arasındaki fark 290.389 başvuru olarak hesaplanır (hastane başvuru sayısı daha yüksektir).,290389.0,başvuru,train,charts/synthetic_v02/chart_026_bar.png
trdab_v02_000205,health,table_only,bar,average,hard,numeric,Tüm yıllar boyunca hastane başvuru sayısı ortalaması yaklaşık kaçtır?,Tüm yıllar boyunca hastane başvuru sayısı ortalaması yaklaşık 323.522 başvuru olarak hesaplanır.,323522.0,başvuru,train,charts/synthetic_v02/chart_026_bar.png
trdab_v02_000206,health,chart_only,bar,nth_highest,hard,numeric_with_label,hastane başvuru sayısı açısından en yüksek 3. değer kaçtır?,hastane başvuru sayısı açısından en yüksek 3. değer 333.615 başvuru olup 2024 yılında görülmüştür.,333615.0,başvuru,train,charts/synthetic_v02/chart_026_bar.png
trdab_v02_000207,health,table_and_chart,bar,trend_summary,medium,text,"Verilen veriye göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",hastane başvuru sayısı dalgalı bir eğilim göstermektedir; yıllar arasında hem artış hem azalış görülmektedir.,,başvuru,train,charts/synthetic_v02/chart_026_bar.png
trdab_v02_000208,health,table_only,bar,unanswerable,hard,abstention,2031 yılında ameliyat sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2031 yılı verilen veride bulunmamaktadır.,,ameliyat,train,charts/synthetic_v02/chart_026_bar.png
trdab_v02_000209,environment,chart_only,line,value_lookup,easy,numeric,2019 yılında geri dönüştürülen atık miktarı kaçtır?,2019 yılında geri dönüştürülen atık miktarı 10.081 ton olarak verilmiştir.,10081.0,ton,train,charts/synthetic_v02/chart_027_line.png
trdab_v02_000210,environment,table_and_chart,line,comparison,medium,numeric,"2021 yılındaki geri dönüştürülen atık miktarı, 2018 yılına göre kaç ton farklıdır?","2021 yılındaki geri dönüştürülen atık miktarı, 2018 yılına göre 1.671 ton azdır.",1671.0,ton,train,charts/synthetic_v02/chart_027_line.png
trdab_v02_000211,environment,table_only,line,percentage_change,medium,numeric,"2020 ile 2021 arasında toplam atık miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2021 arasında toplam atık miktarı yaklaşık %2,6 azalmıştır.",-2.6,percent,train,charts/synthetic_v02/chart_027_line.png
trdab_v02_000212,environment,chart_only,line,cross_series_diff,medium,numeric,2017 yılında geri dönüştürülen atık miktarı ile toplam atık miktarı arasındaki fark kaçtır?,2017 yılında geri dönüştürülen atık miktarı ile toplam atık miktarı arasındaki fark 40.929 ton olarak hesaplanır (toplam atık miktarı daha yüksektir).,40929.0,ton,train,charts/synthetic_v02/chart_027_line.png
trdab_v02_000213,environment,table_and_chart,line,average,hard,numeric,Tüm yıllar boyunca geri dönüştürülen atık miktarı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca geri dönüştürülen atık miktarı ortalaması yaklaşık 9.966,3 ton olarak hesaplanır.",9966.3,ton,train,charts/synthetic_v02/chart_027_line.png
trdab_v02_000214,environment,table_only,line,nth_highest,hard,numeric_with_label,geri dönüştürülen atık miktarı açısından en yüksek 2. değer kaçtır?,geri dönüştürülen atık miktarı açısından en yüksek 2. değer 10.913 ton olup 2018 yılında görülmüştür.,10913.0,ton,train,charts/synthetic_v02/chart_027_line.png
trdab_v02_000215,environment,chart_only,line,trend_summary,medium,text,"Verilen veriye göre toplam atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","toplam atık miktarı genel olarak azalış eğilimi göstermektedir. 2017 yılında 52.110 ton olan değer, 2022 yılında 42.346 ton olmuştur.",,ton,train,charts/synthetic_v02/chart_027_line.png
trdab_v02_000216,environment,table_and_chart,line,unanswerable,hard,abstention,2025 yılında geri dönüştürülen atık miktarı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2025 yılı verilen veride bulunmamaktadır.,,ton,train,charts/synthetic_v02/chart_027_line.png
trdab_v02_000217,sports,table_only,bar,value_lookup,easy,numeric,2020 yılında spor tesisi kullanım sayısı kaçtır?,2020 yılında spor tesisi kullanım sayısı 53.813 kullanım olarak verilmiştir.,53813.0,kullanım,train,charts/synthetic_v02/chart_028_bar.png
trdab_v02_000218,sports,chart_only,bar,comparison,medium,numeric,"2019 yılındaki lisanslı sporcu sayısı, 2021 yılına göre kaç sporcu farklıdır?","2019 yılındaki lisanslı sporcu sayısı, 2021 yılına göre 1.969 sporcu azdır.",1969.0,sporcu,train,charts/synthetic_v02/chart_028_bar.png
trdab_v02_000219,sports,table_and_chart,bar,percentage_change,medium,numeric,"2021 ile 2022 arasında lisanslı sporcu sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2021 ile 2022 arasında lisanslı sporcu sayısı yaklaşık %5,1 artmıştır.",5.1,percent,train,charts/synthetic_v02/chart_028_bar.png
trdab_v02_000220,sports,table_only,bar,cross_series_diff,medium,numeric,2019 yılında spor tesisi kullanım sayısı ile lisanslı sporcu sayısı arasındaki fark kaçtır?,2019 yılında spor tesisi kullanım sayısı ile lisanslı sporcu sayısı arasındaki fark 37.927 kullanım olarak hesaplanır (spor tesisi kullanım sayısı daha yüksektir).,37927.0,kullanım,train,charts/synthetic_v02/chart_028_bar.png
trdab_v02_000221,sports,chart_only,bar,average,hard,numeric,Tüm yıllar boyunca lisanslı sporcu sayısı ortalaması yaklaşık kaçtır?,Tüm yıllar boyunca lisanslı sporcu sayısı ortalaması yaklaşık 14.009 sporcu olarak hesaplanır.,14009.0,sporcu,train,charts/synthetic_v02/chart_028_bar.png
trdab_v02_000222,sports,table_and_chart,bar,nth_highest,hard,numeric_with_label,spor tesisi kullanım sayısı açısından en yüksek 3. değer kaçtır?,spor tesisi kullanım sayısı açısından en yüksek 3. değer 53.813 kullanım olup 2020 yılında görülmüştür.,53813.0,kullanım,train,charts/synthetic_v02/chart_028_bar.png
trdab_v02_000223,sports,table_only,bar,trend_summary,medium,text,"Verilen veriye göre lisanslı sporcu sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","lisanslı sporcu sayısı genel olarak artış eğilimi göstermektedir. 2017 yılında 12.070 sporcu olan değer, 2022 yılında 16.153 sporcu olmuştur.",,sporcu,train,charts/synthetic_v02/chart_028_bar.png
trdab_v02_000224,sports,chart_only,bar,unanswerable,hard,abstention,2019 yılında müsabaka sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü müsabaka sayısı verilen tabloda/grafikte bulunmamaktadır.,,sporcu,train,charts/synthetic_v02/chart_028_bar.png
trdab_v02_000225,municipality,table_and_chart,line,value_lookup,easy,numeric,2020 yılında çözülen başvuru sayısı kaçtır?,2020 yılında çözülen başvuru sayısı 60.906 başvuru olarak verilmiştir.,60906.0,başvuru,train,charts/synthetic_v02/chart_029_line.png
trdab_v02_000226,municipality,table_only,line,comparison,medium,numeric,"2017 yılındaki çözülen başvuru sayısı, 2019 yılına göre kaç başvuru farklıdır?","2017 yılındaki çözülen başvuru sayısı, 2019 yılına göre 605 başvuru azdır.",605.0,başvuru,train,charts/synthetic_v02/chart_029_line.png
trdab_v02_000227,municipality,chart_only,line,percentage_change,medium,numeric,"2018 ile 2021 arasında çözülen başvuru sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2018 ile 2021 arasında çözülen başvuru sayısı yaklaşık %0,6 artmıştır.",0.6,percent,train,charts/synthetic_v02/chart_029_line.png
trdab_v02_000228,municipality,table_and_chart,line,cross_series_diff,medium,numeric,2019 yılında belediye hizmet başvurusu ile çözülen başvuru sayısı arasındaki fark kaçtır?,2019 yılında belediye hizmet başvurusu ile çözülen başvuru sayısı arasındaki fark 12.169 başvuru olarak hesaplanır (belediye hizmet başvurusu daha yüksektir).,12169.0,başvuru,train,charts/synthetic_v02/chart_029_line.png
trdab_v02_000229,municipality,table_only,line,average,hard,numeric,Tüm yıllar boyunca çözülen başvuru sayısı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca çözülen başvuru sayısı ortalaması yaklaşık 63.010,6 başvuru olarak hesaplanır.",63010.6,başvuru,train,charts/synthetic_v02/chart_029_line.png
trdab_v02_000230,municipality,chart_only,line,nth_highest,hard,numeric_with_label,çözülen başvuru sayısı açısından en yüksek 3. değer kaçtır?,çözülen başvuru sayısı açısından en yüksek 3. değer 60.906 başvuru olup 2020 yılında görülmüştür.,60906.0,başvuru,train,charts/synthetic_v02/chart_029_line.png
trdab_v02_000231,municipality,table_and_chart,line,trend_summary,medium,text,"Verilen veriye göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","belediye hizmet başvurusu genel olarak artış eğilimi göstermektedir. 2017 yılında 68.936 başvuru olan değer, 2021 yılında 88.365 başvuru olmuştur.",,başvuru,train,charts/synthetic_v02/chart_029_line.png
trdab_v02_000232,municipality,table_only,line,unanswerable,hard,abstention,2028 yılında çözülen başvuru sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2028 yılı verilen veride bulunmamaktadır.,,başvuru,train,charts/synthetic_v02/chart_029_line.png
trdab_v02_000233,agriculture,chart_only,bar,value_lookup,easy,numeric,2020 yılında ekili alan kaçtır?,2020 yılında ekili alan 35.151 hektar olarak verilmiştir.,35151.0,hektar,train,charts/synthetic_v02/chart_030_bar.png
trdab_v02_000234,agriculture,table_and_chart,bar,comparison,medium,numeric,"2017 yılındaki ekili alan, 2019 yılına göre kaç hektar farklıdır?","2017 yılındaki ekili alan, 2019 yılına göre 668 hektar fazladır.",668.0,hektar,train,charts/synthetic_v02/chart_030_bar.png
trdab_v02_000235,agriculture,table_only,bar,percentage_change,medium,numeric,"2017 ile 2018 arasında ekili alan yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2017 ile 2018 arasında ekili alan yaklaşık %3,2 azalmıştır.",-3.2,percent,train,charts/synthetic_v02/chart_030_bar.png
trdab_v02_000236,agriculture,chart_only,bar,cross_series_diff,medium,numeric,2021 yılında üretim miktarı ile ekili alan arasındaki fark kaçtır?,2021 yılında üretim miktarı ile ekili alan arasındaki fark 142.770 ton olarak hesaplanır (üretim miktarı daha yüksektir).,142770.0,ton,train,charts/synthetic_v02/chart_030_bar.png
trdab_v02_000237,agriculture,table_and_chart,bar,average,hard,numeric,Tüm yıllar boyunca ekili alan ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca ekili alan ortalaması yaklaşık 37.988,2 hektar olarak hesaplanır.",37988.2,hektar,train,charts/synthetic_v02/chart_030_bar.png
trdab_v02_000238,agriculture,table_only,bar,nth_highest,hard,numeric_with_label,üretim miktarı açısından en yüksek 3. değer kaçtır?,üretim miktarı açısından en yüksek 3. değer 165.160 ton olup 2019 yılında görülmüştür.,165160.0,ton,train,charts/synthetic_v02/chart_030_bar.png
trdab_v02_000239,agriculture,chart_only,bar,trend_summary,medium,text,"Verilen veriye göre ekili alan için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",ekili alan dalgalı bir eğilim göstermektedir; yıllar arasında hem artış hem azalış görülmektedir.,,hektar,train,charts/synthetic_v02/chart_030_bar.png
trdab_v02_000240,agriculture,table_and_chart,bar,unanswerable,hard,abstention,2018 yılında su tüketimi kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü su tüketimi verilen tabloda/grafikte bulunmamaktadır.,,hektar,train,charts/synthetic_v02/chart_030_bar.png
trdab_v02_000241,transportation,table_only,bar,value_lookup,easy,numeric,2019 yılında yolcu sayısı kaçtır?,2019 yılında yolcu sayısı 1.173.370 kişi olarak verilmiştir.,1173370.0,kişi,train,charts/synthetic_v02/chart_031_bar.png
trdab_v02_000242,transportation,chart_only,bar,comparison,medium,numeric,"2021 yılındaki yolcu sayısı, 2022 yılına göre kaç kişi farklıdır?","2021 yılındaki yolcu sayısı, 2022 yılına göre 257.953 kişi azdır.",257953.0,kişi,train,charts/synthetic_v02/chart_031_bar.png
trdab_v02_000243,transportation,table_and_chart,bar,percentage_change,medium,numeric,"2019 ile 2020 arasında sefer sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2020 arasında sefer sayısı yaklaşık %12,5 artmıştır.",12.5,percent,train,charts/synthetic_v02/chart_031_bar.png
trdab_v02_000244,transportation,table_only,bar,cross_series_diff,medium,numeric,2019 yılında yolcu sayısı ile sefer sayısı arasındaki fark kaçtır?,2019 yılında yolcu sayısı ile sefer sayısı arasındaki fark 1.133.361 kişi olarak hesaplanır (yolcu sayısı daha yüksektir).,1133361.0,kişi,train,charts/synthetic_v02/chart_031_bar.png
trdab_v02_000245,transportation,chart_only,bar,average,hard,numeric,Tüm yıllar boyunca yolcu sayısı ortalaması yaklaşık kaçtır?,"Tüm yıllar boyunca yolcu sayısı ortalaması yaklaşık 1.193.625,5 kişi olarak hesaplanır.",1193625.5,kişi,train,charts/synthetic_v02/chart_031_bar.png
trdab_v02_000246,transportation,table_and_chart,bar,nth_highest,hard,numeric_with_label,sefer sayısı açısından en yüksek 3. değer kaçtır?,sefer sayısı açısından en yüksek 3. değer 43.117 sefer olup 2018 yılında görülmüştür.,43117.0,sefer,train,charts/synthetic_v02/chart_031_bar.png
trdab_v02_000247,transportation,table_only,bar,trend_summary,medium,text,"Verilen veriye göre sefer sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","sefer sayısı genel olarak azalış eğilimi göstermektedir. 2018 yılında 43.117 sefer olan değer, 2023 yılında 38.532 sefer olmuştur.",,sefer,train,charts/synthetic_v02/chart_031_bar.png
trdab_v02_000248,transportation,chart_only,bar,unanswerable,hard,abstention,2027 yılında sefer sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü 2027 yılı verilen veride bulunmamaktadır.,,sefer,train,charts/synthetic_v02/chart_031_bar.png
trdab_v02_000249,economy,table_and_chart,bar,value_lookup,easy,numeric,2021 yılında ithalat değeri kaçtır?,2021 yılında ithalat değeri 235 milyon dolar olarak verilmiştir.,235.0,milyon dolar,train,charts/synthetic_v02/chart_032_bar.png
trdab_v02_000250,economy,table_only,bar,comparison,medium,numeric,"2020 yılındaki ihracat değeri, 2019 yılına göre kaç milyon dolar farklıdır?","2020 yılındaki ihracat değeri, 2019 yılına göre 11 milyon dolar azdır.",11.0,milyon dolar,train,charts/synthetic_v02/chart_032_bar.png
trdab_v02_000251,economy,chart_only,bar,percentage_change,medium,numeric,"2019 ile 2022 arasında ithalat değeri yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2022 arasında ithalat değeri yaklaşık %16,7 azalmıştır.",-16.7,percent,train,charts/synthetic_v02/chart_032_bar.png
trdab_v02_000252,economy,table_and_chart,bar,cross_series_diff,medium,numeric,2022 yılında ihracat değeri ile ithalat değeri arasındaki fark kaçtır?,2022 yılında ihracat değeri ile ithalat değeri arasındaki fark 24 milyon dolar olarak hesaplanır (ithalat değeri daha yüksektir).,24.0,milyon dolar,train,charts/synthetic_v02/chart_032_bar.png
trdab_v02_000253,economy,table_only,bar,average,hard,numeric,Tüm yıllar boyunca ihracat değeri ortalaması yaklaşık kaçtır?,Tüm yıllar boyunca ihracat değeri ortalaması yaklaşık 231 milyon dolar olarak hesaplanır.,231.0,milyon dolar,train,charts/synthetic_v02/chart_032_bar.png
trdab_v02_000254,economy,chart_only,bar,nth_highest,hard,numeric_with_label,ithalat değeri açısından en yüksek 3. değer kaçtır?,ithalat değeri açısından en yüksek 3. değer 254 milyon dolar olup 2020 yılında görülmüştür.,254.0,milyon dolar,train,charts/synthetic_v02/chart_032_bar.png
trdab_v02_000255,economy,table_and_chart,bar,trend_summary,medium,text,"Verilen veriye göre ithalat değeri için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","ithalat değeri genel olarak azalış eğilimi göstermektedir. 2018 yılında 279 milyon dolar olan değer, 2022 yılında 225 milyon dolar olmuştur.",,milyon dolar,train,charts/synthetic_v02/chart_032_bar.png
trdab_v02_000256,economy,table_only,bar,unanswerable,hard,abstention,2019 yılında enflasyon oranı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü enflasyon oranı verilen tabloda/grafikte bulunmamaktadır.,,milyon dolar,train,charts/synthetic_v02/chart_032_bar.png
trdab_v02_000257,education,chart_only,bar,value_lookup,easy,numeric,2022 yılında öğrenci sayısı kaçtır?,2022 yılında öğrenci sayısı 27.148 öğrenci olarak verilmiştir.,27148.0,öğrenci,validation,charts/synthetic_v02/chart_033_bar.png
trdab_v02_000258,education,table_and_chart,bar,comparison,medium,numeric,"2024 yılındaki öğrenci sayısı, 2020 yılına göre kaç öğrenci farklıdır?","2024 yılındaki öğrenci sayısı, 2020 yılına göre 4.997 öğrenci fazladır.",4997.0,öğrenci,validation,charts/synthetic_v02/chart_033_bar.png
trdab_v02_000259,education,table_only,bar,percentage_change,medium,numeric,"2020 ile 2022 arasında öğrenci sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2022 arasında öğrenci sayısı yaklaşık %9,9 artmıştır.",9.9,percent,validation,charts/synthetic_v02/chart_033_bar.png
trdab_v02_000260,education,chart_only,bar,cross_series_diff,medium,numeric,2024 yılında öğrenci sayısı ile öğretmen sayısı arasındaki fark kaçtır?,2024 yılında öğrenci sayısı ile öğretmen sayısı arasındaki fark 27.715 öğrenci olarak hesaplanır (öğrenci sayısı daha yüksektir).,27715.0,öğrenci,validation,charts/synthetic_v02/chart_033_bar.png
trdab_v02_000261,education,table_and_chart,bar,average,hard,numeric,Tüm yıllar boyunca öğrenci sayısı ortalaması yaklaşık kaçtır?,Tüm yıllar boyunca öğrenci sayısı ortalaması yaklaşık 27.725 öğrenci olarak hesaplanır.,27725.0,öğrenci,validation,charts/synthetic_v02/chart_033_bar.png
trdab_v02_000262,education,table_only,bar,nth_highest,hard,numeric_with_label,öğretmen sayısı açısından en yüksek 3. değer kaçtır?,öğretmen sayısı açısından en yüksek 3. değer 1.891 öğretmen olup 2023 yılında görülmüştür.,1891.0,öğretmen,validation,charts/synthetic_v02/chart_033_bar.png
trdab_v02_000263,education,chart_only,bar,trend_summary,medium,text,"Verilen veriye göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","öğrenci sayısı genel olarak artış eğilimi göstermektedir. 2020 yılında 24.705 öğrenci olan değer, 2025 yılında 30.189 öğrenci olmuştur.",,öğrenci,validation,charts/synthetic_v02/chart_033_bar.png
trdab_v02_000264,education,table_and_chart,bar,unanswerable,hard,abstention,2024 yılında okul sayısı kaçtır?,Bu soru verilen veriden cevaplanamaz çünkü okul sayısı verilen tabloda/grafikte bulunmamaktadır.,,öğretmen,validation,charts/synthetic_v02/chart_033_bar.png
trdab_v02_000265,tourism,table_only,line,value_lookup,easy,numeric,2018 yılında ziyaretçi sayısı kaçtır?,2018 yılında ziyaretçi sayısı 887.933 kişi olarak verilmiştir.,887933.0,kişi,validation,charts/synthetic_v02/chart_034_line.png
trdab_v02_000266,tourism,chart_only,line,comparison,medium,numeric,"2018 yılındaki konaklama sayısı, 2019 yılına göre kaç gece farklıdır?","2018 yılındaki konaklama sayısı, 2019 yılına göre 125.308 gece fazladır.",125308.0,gece,validation,charts/synthetic_v02/chart_034_line.png
