id,dataset_version,domain,input_format,chart_type,question_type,difficulty,question,answer,numeric_answer,unit,split,chart_path
trdab_v01_000170,synthetic_v01,tourism,chart_only,line,trend_summary,medium,"Verilen veriye göre ziyaretçi sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak ziyaretçi sayısı için azalış eğilimi göstermektedir. 2019 yılında 927.937 kişi olan değer, 2023 yılında 661.361 kişi seviyesine düşmüştür.",,kişi,train,charts/synthetic_v01/chart_034_line.png
trdab_v01_000171,synthetic_v01,energy,table_and_chart,bar,value_lookup,easy,2020 yılında elektrik tüketimi kaçtır?,2020 yılında elektrik tüketimi 104.310 MWh olarak verilmiştir.,104310.0,MWh,train,charts/synthetic_v01/chart_035_bar.png
trdab_v01_000172,synthetic_v01,energy,table_only,bar,max_min,easy,Verilen verideki en yüksek elektrik tüketimi kaçtır?,En yüksek elektrik tüketimi 113.742 MWh olarak verilmiştir. Bu değer 2018 yılında görülmüştür.,113742.0,MWh,train,charts/synthetic_v01/chart_035_bar.png
trdab_v01_000173,synthetic_v01,energy,chart_only,bar,comparison,medium,"2018 yılındaki elektrik tüketimi, 2022 yılına göre kaç MWh farklıdır?","2018 yılındaki elektrik tüketimi, 2022 yılına göre 18.838 MWh fazladır.",18838.0,MWh,train,charts/synthetic_v01/chart_035_bar.png
trdab_v01_000174,synthetic_v01,energy,table_and_chart,bar,percentage_change,medium,"2019 ile 2020 arasında elektrik tüketimi yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2020 arasında elektrik tüketimi yaklaşık %2,5 azalmıştır.",-2.5,percent,train,charts/synthetic_v01/chart_035_bar.png
trdab_v01_000175,synthetic_v01,energy,table_only,bar,trend_summary,medium,"Verilen veriye göre elektrik tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak elektrik tüketimi için azalış eğilimi göstermektedir. 2018 yılında 113.742 MWh olan değer, 2022 yılında 94.904 MWh seviyesine düşmüştür.",,MWh,train,charts/synthetic_v01/chart_035_bar.png
trdab_v01_000176,synthetic_v01,health,chart_only,line,value_lookup,easy,2018 yılında hastane başvuru sayısı kaçtır?,2018 yılında hastane başvuru sayısı 412.767 başvuru olarak verilmiştir.,412767.0,başvuru,train,charts/synthetic_v01/chart_036_line.png
trdab_v01_000177,synthetic_v01,health,table_and_chart,line,max_min,easy,Verilen verideki en yüksek hastane başvuru sayısı kaçtır?,En yüksek hastane başvuru sayısı 412.767 başvuru olarak verilmiştir. Bu değer 2018 yılında görülmüştür.,412767.0,başvuru,train,charts/synthetic_v01/chart_036_line.png
trdab_v01_000178,synthetic_v01,health,table_only,line,comparison,medium,"2020 yılındaki hastane başvuru sayısı, 2018 yılına göre kaç başvuru farklıdır?","2020 yılındaki hastane başvuru sayısı, 2018 yılına göre 43.284 başvuru azdır.",43284.0,başvuru,train,charts/synthetic_v01/chart_036_line.png
trdab_v01_000179,synthetic_v01,health,chart_only,line,percentage_change,medium,"2018 ile 2022 arasında hastane başvuru sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2018 ile 2022 arasında hastane başvuru sayısı yaklaşık %18,8 azalmıştır.",-18.8,percent,train,charts/synthetic_v01/chart_036_line.png
trdab_v01_000180,synthetic_v01,health,table_and_chart,line,trend_summary,medium,"Verilen veriye göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak hastane başvuru sayısı için azalış eğilimi göstermektedir. 2018 yılında 412.767 başvuru olan değer, 2022 yılında 335.048 başvuru seviyesine düşmüştür.",,başvuru,train,charts/synthetic_v01/chart_036_line.png
trdab_v01_000181,synthetic_v01,environment,table_only,bar,value_lookup,easy,2020 yılında geri dönüştürülen atık miktarı kaçtır?,2020 yılında geri dönüştürülen atık miktarı 11.072 ton olarak verilmiştir.,11072.0,ton,train,charts/synthetic_v01/chart_037_bar.png
trdab_v01_000182,synthetic_v01,environment,chart_only,bar,max_min,easy,Verilen verideki en düşük geri dönüştürülen atık miktarı kaçtır?,En düşük geri dönüştürülen atık miktarı 8.435 ton olarak verilmiştir. Bu değer 2024 yılında görülmüştür.,8435.0,ton,train,charts/synthetic_v01/chart_037_bar.png
trdab_v01_000183,synthetic_v01,environment,table_and_chart,bar,comparison,medium,"2020 yılındaki geri dönüştürülen atık miktarı, 2023 yılına göre kaç ton farklıdır?","2020 yılındaki geri dönüştürülen atık miktarı, 2023 yılına göre 1.883 ton fazladır.",1883.0,ton,train,charts/synthetic_v01/chart_037_bar.png
trdab_v01_000184,synthetic_v01,environment,table_only,bar,percentage_change,medium,"2022 ile 2023 arasında geri dönüştürülen atık miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2022 ile 2023 arasında geri dönüştürülen atık miktarı yaklaşık %7,5 azalmıştır.",-7.5,percent,train,charts/synthetic_v01/chart_037_bar.png
trdab_v01_000185,synthetic_v01,environment,chart_only,bar,trend_summary,medium,"Verilen veriye göre geri dönüştürülen atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak geri dönüştürülen atık miktarı için azalış eğilimi göstermektedir. 2020 yılında 11.072 ton olan değer, 2024 yılında 8.435 ton seviyesine düşmüştür.",,ton,train,charts/synthetic_v01/chart_037_bar.png
trdab_v01_000186,synthetic_v01,sports,table_and_chart,bar,value_lookup,easy,2022 yılında spor tesisi kullanım sayısı kaçtır?,2022 yılında spor tesisi kullanım sayısı 49.906 kullanım olarak verilmiştir.,49906.0,kullanım,train,charts/synthetic_v01/chart_038_bar.png
trdab_v01_000187,synthetic_v01,sports,table_only,bar,max_min,easy,Verilen verideki en yüksek spor tesisi kullanım sayısı kaçtır?,En yüksek spor tesisi kullanım sayısı 49.906 kullanım olarak verilmiştir. Bu değer 2022 yılında görülmüştür.,49906.0,kullanım,train,charts/synthetic_v01/chart_038_bar.png
trdab_v01_000188,synthetic_v01,sports,chart_only,bar,comparison,medium,"2022 yılındaki spor tesisi kullanım sayısı, 2023 yılına göre kaç kullanım farklıdır?","2022 yılındaki spor tesisi kullanım sayısı, 2023 yılına göre 8.407 kullanım fazladır.",8407.0,kullanım,train,charts/synthetic_v01/chart_038_bar.png
trdab_v01_000189,synthetic_v01,sports,table_and_chart,bar,percentage_change,medium,"2021 ile 2023 arasında spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.",2021 ile 2023 arasında spor tesisi kullanım sayısı yaklaşık %3 artmıştır.,3.0,percent,train,charts/synthetic_v01/chart_038_bar.png
trdab_v01_000190,synthetic_v01,sports,table_only,bar,trend_summary,medium,"Verilen veriye göre spor tesisi kullanım sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak spor tesisi kullanım sayısı için azalış eğilimi göstermektedir. 2020 yılında 48.127 kullanım olan değer, 2025 yılında 39.540 kullanım seviyesine düşmüştür.",,kullanım,train,charts/synthetic_v01/chart_038_bar.png
trdab_v01_000191,synthetic_v01,municipality,chart_only,line,value_lookup,easy,2022 yılında belediye hizmet başvurusu kaçtır?,2022 yılında belediye hizmet başvurusu 79.131 başvuru olarak verilmiştir.,79131.0,başvuru,train,charts/synthetic_v01/chart_039_line.png
trdab_v01_000192,synthetic_v01,municipality,table_and_chart,line,max_min,easy,Verilen verideki en yüksek belediye hizmet başvurusu kaçtır?,En yüksek belediye hizmet başvurusu 98.594 başvuru olarak verilmiştir. Bu değer 2018 yılında görülmüştür.,98594.0,başvuru,train,charts/synthetic_v01/chart_039_line.png
trdab_v01_000193,synthetic_v01,municipality,table_only,line,comparison,medium,"2019 yılındaki belediye hizmet başvurusu, 2018 yılına göre kaç başvuru farklıdır?","2019 yılındaki belediye hizmet başvurusu, 2018 yılına göre 5.049 başvuru azdır.",5049.0,başvuru,train,charts/synthetic_v01/chart_039_line.png
trdab_v01_000194,synthetic_v01,municipality,chart_only,line,percentage_change,medium,"2021 ile 2023 arasında belediye hizmet başvurusu yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2021 ile 2023 arasında belediye hizmet başvurusu yaklaşık %11,9 azalmıştır.",-11.9,percent,train,charts/synthetic_v01/chart_039_line.png
trdab_v01_000195,synthetic_v01,municipality,table_and_chart,line,trend_summary,medium,"Verilen veriye göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak belediye hizmet başvurusu için azalış eğilimi göstermektedir. 2018 yılında 98.594 başvuru olan değer, 2023 yılında 75.476 başvuru seviyesine düşmüştür.",,başvuru,train,charts/synthetic_v01/chart_039_line.png
trdab_v01_000196,synthetic_v01,agriculture,table_only,bar,value_lookup,easy,2021 yılında üretim miktarı kaçtır?,2021 yılında üretim miktarı 161.969 ton olarak verilmiştir.,161969.0,ton,train,charts/synthetic_v01/chart_040_bar.png
trdab_v01_000197,synthetic_v01,agriculture,chart_only,bar,max_min,easy,Verilen verideki en düşük üretim miktarı kaçtır?,En düşük üretim miktarı 142.836 ton olarak verilmiştir. Bu değer 2022 yılında görülmüştür.,142836.0,ton,train,charts/synthetic_v01/chart_040_bar.png
trdab_v01_000198,synthetic_v01,agriculture,table_and_chart,bar,comparison,medium,"2023 yılındaki üretim miktarı, 2021 yılına göre kaç ton farklıdır?","2023 yılındaki üretim miktarı, 2021 yılına göre 6.436 ton fazladır.",6436.0,ton,train,charts/synthetic_v01/chart_040_bar.png
trdab_v01_000199,synthetic_v01,agriculture,table_only,bar,percentage_change,medium,"2020 ile 2021 arasında üretim miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2021 arasında üretim miktarı yaklaşık %12,1 artmıştır.",12.1,percent,train,charts/synthetic_v01/chart_040_bar.png
trdab_v01_000200,synthetic_v01,agriculture,chart_only,bar,trend_summary,medium,"Verilen veriye göre üretim miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",Verilen veri üretim miktarı için dalgalı bir eğilim göstermektedir. Yıllar arasında hem artış hem de azalış görüldüğü için tek yönlü güçlü bir eğilim yoktur.,,ton,train,charts/synthetic_v01/chart_040_bar.png
trdab_v01_000201,synthetic_v01,transportation,table_and_chart,bar,value_lookup,easy,2020 yılında yolcu sayısı kaçtır?,2020 yılında yolcu sayısı 1.517.601 kişi olarak verilmiştir.,1517601.0,kişi,train,charts/synthetic_v01/chart_041_bar.png
trdab_v01_000202,synthetic_v01,transportation,table_only,bar,max_min,easy,Verilen verideki en düşük yolcu sayısı kaçtır?,En düşük yolcu sayısı 1.301.695 kişi olarak verilmiştir. Bu değer 2022 yılında görülmüştür.,1301695.0,kişi,train,charts/synthetic_v01/chart_041_bar.png
trdab_v01_000203,synthetic_v01,transportation,chart_only,bar,comparison,medium,"2019 yılındaki yolcu sayısı, 2018 yılına göre kaç kişi farklıdır?","2019 yılındaki yolcu sayısı, 2018 yılına göre 55.434 kişi azdır.",55434.0,kişi,train,charts/synthetic_v01/chart_041_bar.png
trdab_v01_000204,synthetic_v01,transportation,table_and_chart,bar,percentage_change,medium,"2019 ile 2020 arasında yolcu sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2020 arasında yolcu sayısı yaklaşık %9,3 azalmıştır.",-9.3,percent,train,charts/synthetic_v01/chart_041_bar.png
trdab_v01_000205,synthetic_v01,transportation,table_only,bar,trend_summary,medium,"Verilen veriye göre yolcu sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak yolcu sayısı için azalış eğilimi göstermektedir. 2018 yılında 1.729.004 kişi olan değer, 2022 yılında 1.301.695 kişi seviyesine düşmüştür.",,kişi,train,charts/synthetic_v01/chart_041_bar.png
trdab_v01_000206,synthetic_v01,economy,chart_only,line,value_lookup,easy,2019 yılında ihracat değeri kaçtır?,2019 yılında ihracat değeri 264 milyon dolar olarak verilmiştir.,264.0,milyon dolar,train,charts/synthetic_v01/chart_042_line.png
trdab_v01_000207,synthetic_v01,economy,table_and_chart,line,max_min,easy,Verilen verideki en düşük ihracat değeri kaçtır?,En düşük ihracat değeri 196 milyon dolar olarak verilmiştir. Bu değer 2023 yılında görülmüştür.,196.0,milyon dolar,train,charts/synthetic_v01/chart_042_line.png
trdab_v01_000208,synthetic_v01,economy,table_only,line,comparison,medium,"2022 yılındaki ihracat değeri, 2020 yılına göre kaç milyon dolar farklıdır?","2022 yılındaki ihracat değeri, 2020 yılına göre 45 milyon dolar azdır.",45.0,milyon dolar,train,charts/synthetic_v01/chart_042_line.png
trdab_v01_000209,synthetic_v01,economy,chart_only,line,percentage_change,medium,"2019 ile 2023 arasında ihracat değeri yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2019 ile 2023 arasında ihracat değeri yaklaşık %25,8 azalmıştır.",-25.8,percent,train,charts/synthetic_v01/chart_042_line.png
trdab_v01_000210,synthetic_v01,economy,table_and_chart,line,trend_summary,medium,"Verilen veriye göre ihracat değeri için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak ihracat değeri için azalış eğilimi göstermektedir. 2019 yılında 264 milyon dolar olan değer, 2023 yılında 196 milyon dolar seviyesine düşmüştür.",,milyon dolar,train,charts/synthetic_v01/chart_042_line.png
trdab_v01_000211,synthetic_v01,education,table_only,bar,value_lookup,easy,2020 yılında öğrenci sayısı kaçtır?,2020 yılında öğrenci sayısı 31.724 öğrenci olarak verilmiştir.,31724.0,öğrenci,train,charts/synthetic_v01/chart_043_bar.png
trdab_v01_000212,synthetic_v01,education,chart_only,bar,max_min,easy,Verilen verideki en yüksek öğrenci sayısı kaçtır?,En yüksek öğrenci sayısı 31.724 öğrenci olarak verilmiştir. Bu değer 2020 yılında görülmüştür.,31724.0,öğrenci,train,charts/synthetic_v01/chart_043_bar.png
trdab_v01_000213,synthetic_v01,education,table_and_chart,bar,comparison,medium,"2025 yılındaki öğrenci sayısı, 2023 yılına göre kaç öğrenci farklıdır?","2025 yılındaki öğrenci sayısı, 2023 yılına göre 2.130 öğrenci azdır.",2130.0,öğrenci,train,charts/synthetic_v01/chart_043_bar.png
trdab_v01_000214,synthetic_v01,education,table_only,bar,percentage_change,medium,"2020 ile 2024 arasında öğrenci sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2024 arasında öğrenci sayısı yaklaşık %15,3 azalmıştır.",-15.3,percent,train,charts/synthetic_v01/chart_043_bar.png
trdab_v01_000215,synthetic_v01,education,chart_only,bar,trend_summary,medium,"Verilen veriye göre öğrenci sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak öğrenci sayısı için azalış eğilimi göstermektedir. 2020 yılında 31.724 öğrenci olan değer, 2025 yılında 25.992 öğrenci seviyesine düşmüştür.",,öğrenci,train,charts/synthetic_v01/chart_043_bar.png
trdab_v01_000216,synthetic_v01,tourism,table_and_chart,line,value_lookup,easy,2024 yılında ziyaretçi sayısı kaçtır?,2024 yılında ziyaretçi sayısı 872.932 kişi olarak verilmiştir.,872932.0,kişi,train,charts/synthetic_v01/chart_044_line.png
trdab_v01_000217,synthetic_v01,tourism,table_only,line,max_min,easy,Verilen verideki en düşük ziyaretçi sayısı kaçtır?,En düşük ziyaretçi sayısı 586.444 kişi olarak verilmiştir. Bu değer 2020 yılında görülmüştür.,586444.0,kişi,train,charts/synthetic_v01/chart_044_line.png
trdab_v01_000218,synthetic_v01,tourism,chart_only,line,comparison,medium,"2021 yılındaki ziyaretçi sayısı, 2024 yılına göre kaç kişi farklıdır?","2021 yılındaki ziyaretçi sayısı, 2024 yılına göre 189.379 kişi azdır.",189379.0,kişi,train,charts/synthetic_v01/chart_044_line.png
trdab_v01_000219,synthetic_v01,tourism,table_and_chart,line,percentage_change,medium,"2023 ile 2024 arasında ziyaretçi sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2023 ile 2024 arasında ziyaretçi sayısı yaklaşık %10,2 artmıştır.",10.2,percent,train,charts/synthetic_v01/chart_044_line.png
trdab_v01_000220,synthetic_v01,tourism,table_only,line,trend_summary,medium,"Verilen veriye göre ziyaretçi sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak ziyaretçi sayısı için artış eğilimi göstermektedir. 2020 yılında 586.444 kişi olan değer, 2024 yılında 872.932 kişi seviyesine yükselmiştir.",,kişi,train,charts/synthetic_v01/chart_044_line.png
trdab_v01_000221,synthetic_v01,energy,chart_only,line,value_lookup,easy,2020 yılında elektrik tüketimi kaçtır?,2020 yılında elektrik tüketimi 112.756 MWh olarak verilmiştir.,112756.0,MWh,train,charts/synthetic_v01/chart_045_line.png
trdab_v01_000222,synthetic_v01,energy,table_and_chart,line,max_min,easy,Verilen verideki en yüksek elektrik tüketimi kaçtır?,En yüksek elektrik tüketimi 117.910 MWh olarak verilmiştir. Bu değer 2019 yılında görülmüştür.,117910.0,MWh,train,charts/synthetic_v01/chart_045_line.png
trdab_v01_000223,synthetic_v01,energy,table_only,line,comparison,medium,"2019 yılındaki elektrik tüketimi, 2021 yılına göre kaç MWh farklıdır?","2019 yılındaki elektrik tüketimi, 2021 yılına göre 10.160 MWh fazladır.",10160.0,MWh,train,charts/synthetic_v01/chart_045_line.png
trdab_v01_000224,synthetic_v01,energy,chart_only,line,percentage_change,medium,"2020 ile 2024 arasında elektrik tüketimi yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2024 arasında elektrik tüketimi yaklaşık %17,3 azalmıştır.",-17.3,percent,train,charts/synthetic_v01/chart_045_line.png
trdab_v01_000225,synthetic_v01,energy,table_and_chart,line,trend_summary,medium,"Verilen veriye göre elektrik tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak elektrik tüketimi için azalış eğilimi göstermektedir. 2019 yılında 117.910 MWh olan değer, 2024 yılında 93.246 MWh seviyesine düşmüştür.",,MWh,train,charts/synthetic_v01/chart_045_line.png
trdab_v01_000226,synthetic_v01,health,table_only,bar,value_lookup,easy,2020 yılında hastane başvuru sayısı kaçtır?,2020 yılında hastane başvuru sayısı 350.715 başvuru olarak verilmiştir.,350715.0,başvuru,train,charts/synthetic_v01/chart_046_bar.png
trdab_v01_000227,synthetic_v01,health,chart_only,bar,max_min,easy,Verilen verideki en yüksek hastane başvuru sayısı kaçtır?,En yüksek hastane başvuru sayısı 393.063 başvuru olarak verilmiştir. Bu değer 2022 yılında görülmüştür.,393063.0,başvuru,train,charts/synthetic_v01/chart_046_bar.png
trdab_v01_000228,synthetic_v01,health,table_and_chart,bar,comparison,medium,"2020 yılındaki hastane başvuru sayısı, 2019 yılına göre kaç başvuru farklıdır?","2020 yılındaki hastane başvuru sayısı, 2019 yılına göre 20.688 başvuru fazladır.",20688.0,başvuru,train,charts/synthetic_v01/chart_046_bar.png
trdab_v01_000229,synthetic_v01,health,table_only,bar,percentage_change,medium,"2020 ile 2021 arasında hastane başvuru sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2020 ile 2021 arasında hastane başvuru sayısı yaklaşık %6,8 artmıştır.",6.8,percent,train,charts/synthetic_v01/chart_046_bar.png
trdab_v01_000230,synthetic_v01,health,chart_only,bar,trend_summary,medium,"Verilen veriye göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak hastane başvuru sayısı için artış eğilimi göstermektedir. 2018 yılında 303.377 başvuru olan değer, 2022 yılında 393.063 başvuru seviyesine yükselmiştir.",,başvuru,train,charts/synthetic_v01/chart_046_bar.png
trdab_v01_000231,synthetic_v01,environment,table_and_chart,line,value_lookup,easy,2022 yılında geri dönüştürülen atık miktarı kaçtır?,2022 yılında geri dönüştürülen atık miktarı 8.617 ton olarak verilmiştir.,8617.0,ton,train,charts/synthetic_v01/chart_047_line.png
trdab_v01_000232,synthetic_v01,environment,table_only,line,max_min,easy,Verilen verideki en yüksek geri dönüştürülen atık miktarı kaçtır?,En yüksek geri dönüştürülen atık miktarı 11.120 ton olarak verilmiştir. Bu değer 2018 yılında görülmüştür.,11120.0,ton,train,charts/synthetic_v01/chart_047_line.png
trdab_v01_000233,synthetic_v01,environment,chart_only,line,comparison,medium,"2020 yılındaki geri dönüştürülen atık miktarı, 2019 yılına göre kaç ton farklıdır?","2020 yılındaki geri dönüştürülen atık miktarı, 2019 yılına göre 563 ton azdır.",563.0,ton,train,charts/synthetic_v01/chart_047_line.png
trdab_v01_000234,synthetic_v01,environment,table_and_chart,line,percentage_change,medium,"2018 ile 2019 arasında geri dönüştürülen atık miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2018 ile 2019 arasında geri dönüştürülen atık miktarı yaklaşık %5,6 azalmıştır.",-5.6,percent,train,charts/synthetic_v01/chart_047_line.png
trdab_v01_000235,synthetic_v01,environment,table_only,line,trend_summary,medium,"Verilen veriye göre geri dönüştürülen atık miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak geri dönüştürülen atık miktarı için azalış eğilimi göstermektedir. 2018 yılında 11.120 ton olan değer, 2022 yılında 8.617 ton seviyesine düşmüştür.",,ton,train,charts/synthetic_v01/chart_047_line.png
trdab_v01_000236,synthetic_v01,sports,chart_only,bar,value_lookup,easy,2020 yılında spor tesisi kullanım sayısı kaçtır?,2020 yılında spor tesisi kullanım sayısı 54.043 kullanım olarak verilmiştir.,54043.0,kullanım,train,charts/synthetic_v01/chart_048_bar.png
trdab_v01_000237,synthetic_v01,sports,table_and_chart,bar,max_min,easy,Verilen verideki en düşük spor tesisi kullanım sayısı kaçtır?,En düşük spor tesisi kullanım sayısı 48.379 kullanım olarak verilmiştir. Bu değer 2022 yılında görülmüştür.,48379.0,kullanım,train,charts/synthetic_v01/chart_048_bar.png
trdab_v01_000238,synthetic_v01,sports,table_only,bar,comparison,medium,"2018 yılındaki spor tesisi kullanım sayısı, 2021 yılına göre kaç kullanım farklıdır?","2018 yılındaki spor tesisi kullanım sayısı, 2021 yılına göre 8.863 kullanım fazladır.",8863.0,kullanım,train,charts/synthetic_v01/chart_048_bar.png
trdab_v01_000239,synthetic_v01,sports,chart_only,bar,percentage_change,medium,"2018 ile 2022 arasında spor tesisi kullanım sayısı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2018 ile 2022 arasında spor tesisi kullanım sayısı yaklaşık %20,8 azalmıştır.",-20.8,percent,train,charts/synthetic_v01/chart_048_bar.png
trdab_v01_000240,synthetic_v01,sports,table_and_chart,bar,trend_summary,medium,"Verilen veriye göre spor tesisi kullanım sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak spor tesisi kullanım sayısı için azalış eğilimi göstermektedir. 2018 yılında 61.116 kullanım olan değer, 2022 yılında 48.379 kullanım seviyesine düşmüştür.",,kullanım,train,charts/synthetic_v01/chart_048_bar.png
trdab_v01_000241,synthetic_v01,municipality,table_only,bar,value_lookup,easy,2019 yılında belediye hizmet başvurusu kaçtır?,2019 yılında belediye hizmet başvurusu 69.848 başvuru olarak verilmiştir.,69848.0,başvuru,validation,charts/synthetic_v01/chart_049_bar.png
trdab_v01_000242,synthetic_v01,municipality,chart_only,bar,max_min,easy,Verilen verideki en düşük belediye hizmet başvurusu kaçtır?,En düşük belediye hizmet başvurusu 58.797 başvuru olarak verilmiştir. Bu değer 2020 yılında görülmüştür.,58797.0,başvuru,validation,charts/synthetic_v01/chart_049_bar.png
trdab_v01_000243,synthetic_v01,municipality,table_and_chart,bar,comparison,medium,"2022 yılındaki belediye hizmet başvurusu, 2021 yılına göre kaç başvuru farklıdır?","2022 yılındaki belediye hizmet başvurusu, 2021 yılına göre 10.392 başvuru azdır.",10392.0,başvuru,validation,charts/synthetic_v01/chart_049_bar.png
trdab_v01_000244,synthetic_v01,municipality,table_only,bar,percentage_change,medium,"2021 ile 2024 arasında belediye hizmet başvurusu yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2021 ile 2024 arasında belediye hizmet başvurusu yaklaşık %20,2 azalmıştır.",-20.2,percent,validation,charts/synthetic_v01/chart_049_bar.png
trdab_v01_000245,synthetic_v01,municipality,chart_only,bar,trend_summary,medium,"Verilen veriye göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak belediye hizmet başvurusu için azalış eğilimi göstermektedir. 2019 yılında 69.848 başvuru olan değer, 2024 yılında 62.478 başvuru seviyesine düşmüştür.",,başvuru,validation,charts/synthetic_v01/chart_049_bar.png
trdab_v01_000246,synthetic_v01,agriculture,table_and_chart,bar,value_lookup,easy,2024 yılında üretim miktarı kaçtır?,2024 yılında üretim miktarı 186.594 ton olarak verilmiştir.,186594.0,ton,validation,charts/synthetic_v01/chart_050_bar.png
trdab_v01_000247,synthetic_v01,agriculture,table_only,bar,max_min,easy,Verilen verideki en yüksek üretim miktarı kaçtır?,En yüksek üretim miktarı 186.594 ton olarak verilmiştir. Bu değer 2024 yılında görülmüştür.,186594.0,ton,validation,charts/synthetic_v01/chart_050_bar.png
trdab_v01_000248,synthetic_v01,agriculture,chart_only,bar,comparison,medium,"2020 yılındaki üretim miktarı, 2023 yılına göre kaç ton farklıdır?","2020 yılındaki üretim miktarı, 2023 yılına göre 25.160 ton azdır.",25160.0,ton,validation,charts/synthetic_v01/chart_050_bar.png
trdab_v01_000249,synthetic_v01,agriculture,table_and_chart,bar,percentage_change,medium,"2022 ile 2024 arasında üretim miktarı yaklaşık yüzde kaç değişmiştir? Artış için pozitif, azalış için negatif değer ver.","2022 ile 2024 arasında üretim miktarı yaklaşık %10,9 artmıştır.",10.9,percent,validation,charts/synthetic_v01/chart_050_bar.png
trdab_v01_000250,synthetic_v01,agriculture,table_only,bar,trend_summary,medium,"Verilen veriye göre üretim miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.","Verilen veri genel olarak üretim miktarı için artış eğilimi göstermektedir. 2020 yılında 149.868 ton olan değer, 2024 yılında 186.594 ton seviyesine yükselmiştir.",,ton,validation,charts/synthetic_v01/chart_050_bar.png
trdab_v01_000251,synthetic_v01,transportation,chart_only,line,value_lookup,easy,2020 yılında yolcu sayısı kaçtır?,2020 yılında yolcu sayısı 1.603.484 kişi olarak verilmiştir.,1603484.0,kişi,validation,charts/synthetic_v01/chart_051_line.png
trdab_v01_000252,synthetic_v01,transportation,table_and_chart,line,max_min,easy,Verilen verideki en düşük yolcu sayısı kaçtır?,En düşük yolcu sayısı 1.327.499 kişi olarak verilmiştir. Bu değer 2023 yılında görülmüştür.,1327499.0,kişi,validation,charts/synthetic_v01/chart_051_line.png
trdab_v01_000253,synthetic_v01,transportation,table_only,line,comparison,medium,"2022 yılındaki yolcu sayısı, 2023 yılına göre kaç kişi farklıdır?","2022 yılındaki yolcu sayısı, 2023 yılına göre 116.387 kişi fazladır.",116387.0,kişi,validation,charts/synthetic_v01/chart_051_line.png
