id,domain,question_type,difficulty,question,answer,numeric_answer,split,chart_path
trdab_cr_000203,tourism,value_estimate,hard,Grafiğe göre 2018 yılında ziyaretçi sayısı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2018 yılında ziyaretçi sayısı yaklaşık 600.000 kişi.,600000.0,validation,charts/chart_read_v01/chart_034_bar.png
trdab_cr_000204,tourism,trend_summary,medium,"Grafiğe göre ziyaretçi sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",ziyaretçi sayısı genel olarak artış eğilimi göstermektedir.,,validation,charts/chart_read_v01/chart_034_bar.png
trdab_cr_000205,energy,max_min_year,medium,Grafiğe göre en yüksek elektrik tüketimi hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek elektrik tüketimi 2023 yılında görülmüştür.,2023.0,validation,charts/chart_read_v01/chart_035_line.png
trdab_cr_000206,energy,max_min_year,medium,Grafiğe göre en düşük elektrik tüketimi hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük elektrik tüketimi 2019 yılında görülmüştür.,2019.0,validation,charts/chart_read_v01/chart_035_line.png
trdab_cr_000207,energy,compare_years,medium,Grafiğe göre 2022 ve 2020 yıllarından hangisinde elektrik tüketimi daha yüksektir? Cevap olarak sadece yılı yaz.,elektrik tüketimi 2022 yılında daha yüksektir.,2022.0,validation,charts/chart_read_v01/chart_035_line.png
trdab_cr_000208,energy,count_above,hard,Grafiğe göre kaç yılda elektrik tüketimi 96.000 MWh değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda elektrik tüketimi 96.000 MWh değerinin üzerindedir.,4.0,validation,charts/chart_read_v01/chart_035_line.png
trdab_cr_000209,energy,value_estimate,hard,Grafiğe göre 2019 yılında elektrik tüketimi yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2019 yılında elektrik tüketimi yaklaşık 89.000 MWh.,89000.0,validation,charts/chart_read_v01/chart_035_line.png
trdab_cr_000210,energy,trend_summary,medium,"Grafiğe göre elektrik tüketimi için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",elektrik tüketimi genel olarak artış eğilimi göstermektedir.,,validation,charts/chart_read_v01/chart_035_line.png
trdab_cr_000211,health,max_min_year,medium,Grafiğe göre en yüksek hastane başvuru sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek hastane başvuru sayısı 2018 yılında görülmüştür.,2018.0,validation,charts/chart_read_v01/chart_036_bar.png
trdab_cr_000212,health,max_min_year,medium,Grafiğe göre en düşük hastane başvuru sayısı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük hastane başvuru sayısı 2024 yılında görülmüştür.,2024.0,validation,charts/chart_read_v01/chart_036_bar.png
trdab_cr_000213,health,compare_years,medium,Grafiğe göre 2024 ve 2023 yıllarından hangisinde hastane başvuru sayısı daha yüksektir? Cevap olarak sadece yılı yaz.,hastane başvuru sayısı 2023 yılında daha yüksektir.,2023.0,validation,charts/chart_read_v01/chart_036_bar.png
trdab_cr_000214,health,count_above,hard,Grafiğe göre kaç yılda hastane başvuru sayısı 380.000 başvuru değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda hastane başvuru sayısı 380.000 başvuru değerinin üzerindedir.,4.0,validation,charts/chart_read_v01/chart_036_bar.png
trdab_cr_000215,health,value_estimate,hard,Grafiğe göre 2022 yılında hastane başvuru sayısı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2022 yılında hastane başvuru sayısı yaklaşık 370.000 başvuru.,370000.0,validation,charts/chart_read_v01/chart_036_bar.png
trdab_cr_000216,health,trend_summary,medium,"Grafiğe göre hastane başvuru sayısı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",hastane başvuru sayısı genel olarak azalış eğilimi göstermektedir.,,validation,charts/chart_read_v01/chart_036_bar.png
trdab_cr_000217,environment,max_min_year,medium,Grafiğe göre en yüksek geri dönüştürülen atık hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek geri dönüştürülen atık 2024 yılında görülmüştür.,2024.0,test,charts/chart_read_v01/chart_037_line.png
trdab_cr_000218,environment,max_min_year,medium,Grafiğe göre en düşük geri dönüştürülen atık hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük geri dönüştürülen atık 2019 yılında görülmüştür.,2019.0,test,charts/chart_read_v01/chart_037_line.png
trdab_cr_000219,environment,compare_years,medium,Grafiğe göre 2019 ve 2021 yıllarından hangisinde geri dönüştürülen atık daha yüksektir? Cevap olarak sadece yılı yaz.,geri dönüştürülen atık 2021 yılında daha yüksektir.,2021.0,test,charts/chart_read_v01/chart_037_line.png
trdab_cr_000220,environment,count_above,hard,Grafiğe göre kaç yılda geri dönüştürülen atık 9.400 ton değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,3 yılda geri dönüştürülen atık 9.400 ton değerinin üzerindedir.,3.0,test,charts/chart_read_v01/chart_037_line.png
trdab_cr_000221,environment,value_estimate,hard,Grafiğe göre 2022 yılında geri dönüştürülen atık yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2022 yılında geri dönüştürülen atık yaklaşık 9.600 ton.,9600.0,test,charts/chart_read_v01/chart_037_line.png
trdab_cr_000222,environment,trend_summary,medium,"Grafiğe göre geri dönüştürülen atık için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",geri dönüştürülen atık genel olarak artış eğilimi göstermektedir.,,test,charts/chart_read_v01/chart_037_line.png
trdab_cr_000223,sports,max_min_year,medium,Grafiğe göre en yüksek spor tesisi kullanımı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek spor tesisi kullanımı 2022 yılında görülmüştür.,2022.0,test,charts/chart_read_v01/chart_038_bar.png
trdab_cr_000224,sports,max_min_year,medium,Grafiğe göre en düşük spor tesisi kullanımı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük spor tesisi kullanımı 2017 yılında görülmüştür.,2017.0,test,charts/chart_read_v01/chart_038_bar.png
trdab_cr_000225,sports,compare_years,medium,Grafiğe göre 2017 ve 2019 yıllarından hangisinde spor tesisi kullanımı daha yüksektir? Cevap olarak sadece yılı yaz.,spor tesisi kullanımı 2019 yılında daha yüksektir.,2019.0,test,charts/chart_read_v01/chart_038_bar.png
trdab_cr_000226,sports,count_above,hard,Grafiğe göre kaç yılda spor tesisi kullanımı 52.000 kullanım değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,3 yılda spor tesisi kullanımı 52.000 kullanım değerinin üzerindedir.,3.0,test,charts/chart_read_v01/chart_038_bar.png
trdab_cr_000227,sports,value_estimate,hard,Grafiğe göre 2018 yılında spor tesisi kullanımı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2018 yılında spor tesisi kullanımı yaklaşık 49.000 kullanım.,49000.0,test,charts/chart_read_v01/chart_038_bar.png
trdab_cr_000228,sports,trend_summary,medium,"Grafiğe göre spor tesisi kullanımı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",spor tesisi kullanımı genel olarak artış eğilimi göstermektedir.,,test,charts/chart_read_v01/chart_038_bar.png
trdab_cr_000229,municipality,max_min_year,medium,Grafiğe göre en yüksek belediye hizmet başvurusu hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek belediye hizmet başvurusu 2022 yılında görülmüştür.,2022.0,test,charts/chart_read_v01/chart_039_line.png
trdab_cr_000230,municipality,max_min_year,medium,Grafiğe göre en düşük belediye hizmet başvurusu hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük belediye hizmet başvurusu 2020 yılında görülmüştür.,2020.0,test,charts/chart_read_v01/chart_039_line.png
trdab_cr_000231,municipality,compare_years,medium,Grafiğe göre 2019 ve 2022 yıllarından hangisinde belediye hizmet başvurusu daha yüksektir? Cevap olarak sadece yılı yaz.,belediye hizmet başvurusu 2022 yılında daha yüksektir.,2022.0,test,charts/chart_read_v01/chart_039_line.png
trdab_cr_000232,municipality,count_above,hard,Grafiğe göre kaç yılda belediye hizmet başvurusu 70.500 başvuru değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,3 yılda belediye hizmet başvurusu 70.500 başvuru değerinin üzerindedir.,3.0,test,charts/chart_read_v01/chart_039_line.png
trdab_cr_000233,municipality,value_estimate,hard,Grafiğe göre 2018 yılında belediye hizmet başvurusu yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2018 yılında belediye hizmet başvurusu yaklaşık 68.000 başvuru.,68000.0,test,charts/chart_read_v01/chart_039_line.png
trdab_cr_000234,municipality,trend_summary,medium,"Grafiğe göre belediye hizmet başvurusu için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",belediye hizmet başvurusu genel olarak dalgalı eğilimi göstermektedir.,,test,charts/chart_read_v01/chart_039_line.png
trdab_cr_000235,agriculture,max_min_year,medium,Grafiğe göre en yüksek üretim miktarı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En yüksek üretim miktarı 2019 yılında görülmüştür.,2019.0,test,charts/chart_read_v01/chart_040_bar.png
trdab_cr_000236,agriculture,max_min_year,medium,Grafiğe göre en düşük üretim miktarı hangi yılda görülmüştür? Cevap olarak sadece yılı yaz.,En düşük üretim miktarı 2024 yılında görülmüştür.,2024.0,test,charts/chart_read_v01/chart_040_bar.png
trdab_cr_000237,agriculture,compare_years,medium,Grafiğe göre 2024 ve 2019 yıllarından hangisinde üretim miktarı daha yüksektir? Cevap olarak sadece yılı yaz.,üretim miktarı 2019 yılında daha yüksektir.,2019.0,test,charts/chart_read_v01/chart_040_bar.png
trdab_cr_000238,agriculture,count_above,hard,Grafiğe göre kaç yılda üretim miktarı 150.000 ton değerinin üzerindedir? Cevap olarak sadece sayıyı yaz.,4 yılda üretim miktarı 150.000 ton değerinin üzerindedir.,4.0,test,charts/chart_read_v01/chart_040_bar.png
trdab_cr_000239,agriculture,value_estimate,hard,Grafiğe göre 2020 yılında üretim miktarı yaklaşık kaçtır? Cevap olarak sadece sayıyı yaz.,2020 yılında üretim miktarı yaklaşık 140.000 ton.,140000.0,test,charts/chart_read_v01/chart_040_bar.png
trdab_cr_000240,agriculture,trend_summary,medium,"Grafiğe göre üretim miktarı için genel eğilim nedir? Cevabı tek kelimeyle ver: artış, azalış veya dalgalı.",üretim miktarı genel olarak dalgalı eğilimi göstermektedir.,,test,charts/chart_read_v01/chart_040_bar.png
